,no.peserta,kode.pendidikan,twk.nilai,tiu.nilai,tkp.nilai,skd.nilai,skd.keterangan,kode.formasi,lokasi.formasi,nama.pendidikan,jk,kode.formasi_x,lokasi.formasi_x,kode.prodi_y,nama.prodi_y,no.ujian_x,psi.keterangan,mtk.nilai,mtk.keterangan,t2.keterangan,hasil.akhir_x
6826,S2240160115202230,3000020,100,90,184,374,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
6827,S2240160115301021,3001005,90,115,169,374,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6828,S2240160123309234,3000020,85,125,164,374,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6829,S2240160115304145,3001005,80,115,178,373,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6830,S2240160113309627,3001005,80,115,178,373,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6831,S2240160123303100,3001005,70,115,187,372,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6832,S2240160125302677,3001005,75,130,167,372,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6833,S2240160121200098,3001005,95,90,186,371,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6834,S2240160125304200,3001005,75,115,181,371,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6835,S2240160115301492,3001005,100,95,176,371,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6836,S2240160125300679,3001005,70,120,180,370,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6837,S2240160125303632,3001005,105,90,175,370,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6838,S2240160122100012,3001005,70,115,184,369,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6839,S2240160125301072,3001005,95,95,179,369,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6840,S2240160125302592,3001005,105,90,174,369,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6841,S2240160115301270,3001005,100,100,169,369,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6842,S2240160121205673,3001005,65,120,183,368,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6843,S2240160115300518,3001005,80,105,183,368,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6844,S2240160113313064,3001005,85,105,178,368,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6845,S2240160121215353,3001005,105,90,173,368,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6846,S2240160121205745,3001005,85,110,172,367,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6847,S2240160125302147,3001005,70,135,162,367,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6848,S2240160125301247,3001005,90,120,157,367,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6849,S2240160125302400,3171110,95,85,186,366,P,40160012,Nusa Tenggara Timur,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Pr,,,,,,,,,,
6850,S2240160121215485,3001005,90,100,176,366,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6851,S2240160115303315,3001005,75,120,171,366,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6852,S2240160121203664,3004002,65,135,166,366,P,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
6853,S2240160125303760,3001005,100,105,161,366,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6854,S2240160115301067,3001005,80,100,185,365,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6855,S2240160123504840,3000020,85,95,185,365,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6856,S2240160125300705,3001005,80,100,184,364,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6857,S2240160125303519,3001005,75,110,179,364,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6858,S2240160121211832,3001005,80,105,179,364,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6859,S2240160125303496,3001005,70,120,174,364,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6860,S2240160117303605,3001005,75,115,174,364,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6861,S2240160125300664,3000020,90,90,183,363,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6862,S2240160125304941,3001005,90,90,183,363,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6863,S2240160123307001,3001005,70,115,178,363,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6864,S2240160115300547,3001005,90,90,182,362,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6865,S2240160125100282,3001005,95,90,177,362,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6866,S2240160123506442,3001005,95,90,177,362,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6867,S2240160125300185,3000020,85,110,167,362,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6868,S2240160125201028,3001005,80,100,181,361,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6869,S2240160123302792,3001005,90,100,171,361,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6870,S2240160123402807,3001005,80,115,166,361,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6871,S2240160113317648,3001005,90,105,166,361,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6872,S2240160125301368,3001005,65,115,180,360,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6873,S2240160125302086,3001005,80,110,170,360,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6874,S2240160125300448,3001005,80,110,170,360,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6875,S2240160121604472,3001005,105,85,170,360,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6876,S2240160125300075,3001005,95,105,160,360,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6877,S2240160125304444,3001005,75,90,194,359,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6878,S2240160125101511,3001005,75,100,184,359,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6879,S2240160125301577,3001005,95,80,184,359,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6880,S2240160125303931,3000020,70,110,179,359,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6881,S2240160113522019,3001005,90,95,174,359,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6882,S2240160125303391,3001005,75,115,169,359,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6883,S2240160113103436,3001005,80,110,168,358,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6884,S2240160115302073,3001005,70,100,187,357,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6885,S2240160125301201,3001005,85,110,162,357,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6886,S2240160125300945,3001005,90,85,181,356,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6887,S2240160125202371,3001005,75,110,170,355,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6888,S2240160115304321,3001005,85,110,160,355,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6889,S2240160125301409,3000020,100,80,174,354,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6890,S2240160125302374,3001005,85,95,173,353,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6891,S2240160125304349,3001005,80,105,168,353,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6892,S2240160125303104,3001005,85,110,158,353,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6893,S2240160125304310,3001005,75,100,177,352,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6894,S2240160115201921,3001005,70,125,157,352,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6895,S2240160125302132,3001005,65,100,186,351,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6896,S2240160125304561,3171110,70,110,171,351,P,40160012,Nusa Tenggara Timur,SMK TEKNOLOGI INFORMASI DAN KOMUNIKASI,Pr,,,,,,,,,,
6897,S2240160125304811,3001005,100,80,171,351,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6898,S2240160115202575,3001005,85,100,166,351,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6899,S2240160115303353,3001005,90,100,161,351,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6900,S2240160125303043,3000020,75,100,175,350,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6901,S2240160125201754,3000021,65,100,184,349,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPS,Pr,,,,,,,,,,
6902,S2240160123505700,3001005,65,105,179,349,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6903,S2240160125301085,3000020,85,95,169,349,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6904,S2240160125301652,3001005,105,80,164,349,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6905,S2240160125303595,3001005,75,100,173,348,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6906,S2240160125302369,3001005,85,90,173,348,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6907,S2240160115303197,3001005,90,80,177,347,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6908,S2240160125300402,3001005,100,85,162,347,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6909,S2240160125300565,3001005,75,95,176,346,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6910,S2240160125301805,3001005,80,90,176,346,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6911,S2240160125303863,3001005,65,110,171,346,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6912,S2240160121605051,3001005,70,95,180,345,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6913,S2240160123503104,3000020,80,80,184,344,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6914,S2240160125303380,3001005,70,85,188,343,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6915,S2240160125303827,3001005,70,90,183,343,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6916,S2240160125301869,3001005,70,105,168,343,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6917,S2240160125302914,3001005,65,115,163,343,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6918,S2240160125201640,3001005,65,95,182,342,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6919,S2240160111207563,3001005,80,85,176,341,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6920,S2240160125303308,3004002,85,80,176,341,P,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
6921,S2240160125302813,3001005,85,85,171,341,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6922,S2240160125300682,3001005,70,80,190,340,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6923,S2240160125304095,3001005,70,100,170,340,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6924,S2240160123518306,3001005,80,90,170,340,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6925,S2240160125304130,3001005,90,85,165,340,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6926,S2240160121210729,3001005,70,90,179,339,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6927,S2240160115303168,3001005,85,80,174,339,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6928,S2240160125302680,3001005,70,90,178,338,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6929,S2240160115303410,3001005,70,85,182,337,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6930,S2240160115302323,3001005,65,105,167,337,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6931,S2240160111502802,3004002,80,85,171,336,P,40160012,Nusa Tenggara Timur,SMA IPS,Lk,,,,,,,,,,
6932,S2240160123404085,3004002,70,90,175,335,P,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
6933,S2240160125302767,3001005,65,105,165,335,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6934,S2240160125304282,3001005,80,95,159,334,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6935,S2240160115302608,3001005,65,85,183,333,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6936,S2240160125301265,3001005,90,80,163,333,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6937,S2240160125303076,3001005,80,80,172,332,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6938,S2240160125300167,3001005,75,90,167,332,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6939,S2240160125304293,3001005,75,95,162,332,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6940,S2240160125302455,3001005,70,100,161,331,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6941,S2240160123301063,3004002,70,90,169,329,P,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
6942,S2240160125201383,3000020,65,85,177,327,P,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6943,S2240160125300103,3001005,70,80,177,327,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6944,S2240160125304367,3001005,75,85,167,327,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6945,S2240160125300631,3001005,75,85,167,327,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6946,S2240160125304835,3001005,80,85,162,327,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6947,S2240160125101188,3001005,70,85,171,326,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6948,S2240160125301887,3001005,75,90,161,326,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6949,S2240160127301410,3001005,80,85,161,326,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6950,S2240160115301591,3001005,70,80,175,325,P,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6951,S2240160125301100,3001005,80,85,160,325,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6952,S2240160125301625,3001005,70,85,165,320,P,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6953,S2240160123524745,3000020,60,165,191,416,TL,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6954,S2240160125302796,3001005,85,150,146,381,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6955,S2240160125101474,3001005,75,150,154,379,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6956,S2240160115201114,3001005,110,75,189,374,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6957,S2240160121218796,3001005,110,110,152,372,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6958,S2240160113404100,3004002,105,120,147,372,TL,40160012,Nusa Tenggara Timur,SMA IPS,Lk,,,,,,,,,,
6959,S2240160115302035,3001005,60,135,173,368,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6960,S2240160125302851,3001005,105,75,185,365,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6961,S2240160123303906,3001005,60,125,180,365,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6962,S2240160125301430,3001005,50,145,170,365,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6963,S2240160115301720,3001005,90,115,154,359,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6964,S2240160125304439,3001005,60,120,175,355,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6965,S2240160125304019,3001005,105,60,189,354,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6966,S2240160115301359,3001005,50,140,163,353,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6967,S2240160121606645,3004002,115,85,152,352,TL,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
6968,S2240160125303326,3001005,90,75,185,350,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6969,S2240160115303089,3001005,100,75,173,348,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6970,S2240160125300060,3001005,80,70,195,345,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6971,S2240160123313848,3000020,95,70,179,344,TL,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6972,S2240160125304415,3001005,85,70,188,343,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6973,S2240160113206515,3001005,60,110,171,341,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6974,S2240160125300172,3001005,95,55,190,340,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6975,S2240160125300909,3001005,90,75,175,340,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6976,S2240160115302305,3000020,80,70,188,338,TL,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
6977,S2240160115303111,3001005,75,120,143,338,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6978,S2240160127305759,3001005,35,140,161,336,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6979,S2240160125302097,3001005,80,75,180,335,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6980,S2240160111212598,3004002,90,105,139,334,TL,40160012,Nusa Tenggara Timur,SMA IPS,Lk,,,,,,,,,,
6981,S2240160123509331,3001005,75,75,183,333,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6982,S2240160125301960,3001005,80,75,178,333,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6983,S2240160125303928,3001005,75,70,185,330,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6984,S2240160125302626,3001005,90,60,180,330,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6985,S2240160125203165,3004002,105,45,180,330,TL,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
6986,S2240160125304109,3001005,85,75,170,330,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6987,S2240160125303520,3001005,90,85,155,330,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6988,S2240160113518157,3001005,80,110,140,330,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6989,S2240160125303900,3001005,80,60,189,329,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6990,S2240160125304048,3000020,80,65,184,329,TL,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
6991,S2240160125202357,3001005,80,75,174,329,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6992,S2240160125301386,3001005,85,70,174,329,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6993,S2240160125302989,3004002,80,70,178,328,TL,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
6994,S2240160125301924,3001005,80,75,173,328,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6995,S2240160125302907,3001005,85,75,168,328,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6996,S2240160115300815,3001005,90,85,152,327,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
6997,S2240160125303449,3001005,60,95,171,326,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6998,S2240160121210624,3001005,75,70,180,325,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
6999,S2240160113307904,3004002,75,100,150,325,TL,40160012,Nusa Tenggara Timur,SMA IPS,Lk,,,,,,,,,,
7000,S2240160115304783,3001005,60,85,179,324,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7001,S2240160125202810,3001005,80,70,174,324,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7002,S2240160125304181,3001005,60,75,188,323,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7003,S2240160125303403,3001005,65,75,183,323,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7004,S2240160115303584,3001005,95,55,173,323,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7005,S2240160125302527,3001005,80,75,168,323,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7006,S2240160125303647,3001005,90,65,168,323,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7007,S2240160115304606,3004002,90,70,163,323,TL,40160012,Nusa Tenggara Timur,SMA IPS,Lk,,,,,,,,,,
7008,S2240160125202867,3001005,65,110,148,323,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7009,S2240160125300235,3000020,70,70,182,322,TL,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
7010,S2240160125300954,3000020,80,75,167,322,TL,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Pr,,,,,,,,,,
7011,S2240160125302644,3001005,70,70,181,321,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7012,S2240160125302976,3004002,100,75,146,321,TL,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
7013,S2240160125304923,3001005,55,85,180,320,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7014,S2240160115304912,3001005,100,75,145,320,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7015,S2240160115301661,3001005,50,90,179,319,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7016,S2240160121206113,3001005,65,75,179,319,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7017,S2240160125302431,3001005,75,65,179,319,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7018,S2240160125303274,3001005,75,65,179,319,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7019,S2240160123210909,3001005,90,70,159,319,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7020,S2240160125303090,3004002,80,55,183,318,TL,40160012,Nusa Tenggara Timur,SMA IPS,Pr,,,,,,,,,,
7021,S2240160113300912,3000020,60,75,182,317,TL,40160012,Nusa Tenggara Timur,MADRASAH ALIYAH IPA,Lk,,,,,,,,,,
7022,S2240160123101157,3001005,75,65,177,317,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7023,S2240160125302428,3001005,90,55,172,317,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7024,S2240160125300930,3001005,60,80,176,316,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7025,S2240160115301478,3001005,80,100,135,315,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7026,S2240160125301155,3001005,80,50,184,314,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7027,S2240160125304408,3001005,110,20,184,314,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7028,S2240160123505094,3001005,60,75,179,314,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7029,S2240160125300723,3001005,80,55,179,314,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7030,S2240160115302170,3001005,70,70,174,314,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7031,S2240160125303601,3001005,60,75,178,313,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7032,S2240160125304868,3001005,85,60,168,313,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7033,S2240160125300338,3001005,70,65,177,312,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7034,S2240160115303742,3004002,90,45,177,312,TL,40160012,Nusa Tenggara Timur,SMA IPS,Lk,,,,,,,,,,
7035,S2240160115303502,3001005,65,95,152,312,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7036,S2240160125301445,3001005,80,80,152,312,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7037,S2240160125304334,3001005,65,65,181,311,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
7038,S2240160115303713,3001005,75,70,166,311,TL,40160012,Nusa Tenggara Timur,SMA IPA,Lk,,,,,,,,,,
7039,S2240160125303548,3001005,90,60,161,311,TL,40160012,Nusa Tenggara Timur,SMA IPA,Pr,,,,,,,,,,
